href,language_num,sex,birth_place,native_language,other_languages,age_sex,age_of_english_onset,english_learning_method,english_residence,length_of_english_residence,age
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2080,english565,female,"['portland,', 'oregon,', 'usa']","english
(eng)","['german', '']","27,",0.0,naturalistic,['usa'],27.0,27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2081,english566,male,"['derby,', 'england,', 'uk']","english
(eng)",['none'],"22,",0.0,naturalistic,['uk'],22.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2101,english567,male,"['new', 'york,', 'new', 'york,', 'usa']","english
(eng)","['spanish', 'french', 'japanese', '']","24,",0.0,naturalistic,['usa'],24.0,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2103,english568,female,"['quincy,', 'florida,', 'usa']","english
(eng)",['none'],"86,",0.0,naturalistic,['usa'],86.0,86
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2104,english569,male,"['sydney,', 'australia']","english
(eng)","['russian', '']","24,",0.0,naturalistic,['australia'],24.0,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2106,english570,female,"['parma,', 'ohio,', 'usa']","english
(eng)","['spanish', 'russian', '']","42,",0.0,naturalistic,['usa'],42.0,42
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2113,english571,male,"['washington,', 'dc,', 'usa']","english
(eng)","['korean', '']","39,",0.0,naturalistic,['usa'],39.0,39
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2121,english572,male,"['fort', 'worth,', 'texas,', 'usa']","english
(eng)","['german', 'azerbaijani', 'french', '']","51,",0.0,naturalistic,"['usa,', 'uk']",48.0,51
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2124,english573,male,"['painesville,', 'ohio,', 'usa']","english
(eng)","['german', 'french', 'italian', 'spanish', 'mandarin', '']","46,",0.0,naturalistic,['usa'],46.0,46
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2162,english574,female,"['toronto,', 'ontario,', 'canada']","english
(eng)","['cantonese', 'korean', '']","26,",0.0,naturalistic,['canada'],23.0,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2165,english575,male,"['great', 'falls,', 'virginia,', 'usa']","english
(eng)","['japanese', '']","24,",0.0,naturalistic,['usa'],24.0,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2167,english576,female,"['washington,', 'dc,', 'usa']","english
(eng)","['french', 'italian', '']","63,",0.0,naturalistic,['usa'],63.0,63
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2170,english577,female,"['san', 'leandro,', 'california,', 'usa']","english
(eng)",['none'],"38,",0.0,naturalistic,['usa'],38.0,38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2171,english578,male,"['salford,', 'lancashire,', 'uk']","english
(eng)","['french', '']","60,",0.0,naturalistic,"['uk,', 'canada,', 'usa']",60.0,60
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2172,english579,male,"['adelaide,', 'australia']","english
(eng)",['none'],"22,",0.0,naturalistic,['australia'],22.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2185,english580,male,"['rochester,', 'new', 'york,', 'usa']","english
(eng)","['japanese', '']","21,",0.0,naturalistic,['usa'],21.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2186,english581,female,"['guelph,', 'ontario,', 'canada']","english
(eng)",['none'],"62,",0.0,naturalistic,"['canada,', 'uk']",62.0,62
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2187,english582,male,"['dundee,', 'scotland,', 'uk']","english
(eng)",['none'],"60,",0.0,naturalistic,['uk'],60.0,60
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2195,english583,male,"['london,', 'england,', 'uk']","english
(eng)",['none'],"72,",0.0,naturalistic,['uk'],72.0,72
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2197,english584,male,"['monterey,', 'california,', 'usa']","english
(eng)",['none'],"27,",0.0,naturalistic,['usa'],27.0,27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2207,english585,female,"['dumfries,', 'virginia,', 'usa']","english
(eng)","['spanish', '']","26,",0.0,naturalistic,['usa'],26.0,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2221,english586,female,"['chesterfield,', 'virginia,', 'usa']","english
(eng)","['spanish', '']","21,",0.0,naturalistic,['usa'],21.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2225,english587,female,"['philadelphia,', 'pennsylvania,', 'usa']","english
(eng)","['spanish', '']","27,",0.0,naturalisstic,['usa'],27.0,27
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2361,english588,female,"['fairfax,', 'virginia,', 'usa']","english
(eng)","['urdu', 'french', '']","21,",0.0,naturalistic,['usa'],21.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2362,english589,male,"['gloucester,', 'uk']","english
(eng)","['french', 'spanish', 'italian', 'portuguese', '']","48,",0.0,naturalistic,['uk'],21.0,48
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2374,english590,female,"['lakeland,', 'florida,', 'usa']","english
(eng)",['none'],"19,",0.0,naturalistic,['usa'],19.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2375,english591,female,"['colorado', 'springs,', 'colorado,', 'usa']","english
(eng)",['none'],"20,",0.0,naturalistic,['usa'],20.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2376,english592,female,"['miami,', 'florida,', 'usa']","english
(eng)",['none'],"29,",0.0,naturalistic,['usa'],29.0,29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2377,english593,female,"['boston,', 'massachusetts,', 'usa']","english
(eng)","['spanish', 'french', '']","24,",0.0,naturalistic,['usa'],24.0,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2378,english594,female,"['richmond,', 'virginia,', 'usa']","english
(eng)","['french', 'german', 'mandarin', '']","20,",0.0,naturalistic,['usa'],20.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2379,english595,female,"['leesburg,', 'virginia,', 'usa']","english
(eng)","['spanish', '']","21,",0.0,naturalistic,['usa'],21.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2380,english596,female,"['baltimore,', 'maryland,', 'usa']","english
(eng)","['spanish', 'french', '']","22,",0.0,naturalistic,['usa'],22.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2381,english597,male,"['fairfax,', 'virginia,', 'usa']","english
(eng)","['spanish', '']","26,",0.0,naturalistic,['usa'],26.0,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2382,english598,male,"['mitchell,', 'south', 'dakota,', 'usa']","english
(eng)","['spanish', 'french', '']","29,",0.0,naturalistic,['usa'],29.0,29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2383,english599,female,"['alexandria,', 'virginia,', 'usa']","english
(eng)","['urdu', 'punjabi', '']","20,",1.0,naturalistic,['usa'],20.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2385,english600,female,"['portland,', 'oregon,', 'usa']","english
(eng)",['none'],"32,",0.0,naturalistic,['usa'],28.0,32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2404,english601,male,"['fairfax,', 'virginia,', 'usa']","english
(eng)",['none'],"49,",0.0,naturalistic,['usa'],49.0,49
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2405,english602,female,"['new', 'york,', 'new', 'york,', 'usa']","english
(eng)",['none'],"41,",0.0,naturalistic,['usa'],41.0,41
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2428,english603,male,"['los', 'angeles,', 'california,', 'usa']","english
(eng)","['mandarin', 'taiwanese', '']","18,",0.0,naturalistic,['usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2438,english604,female,"['brisbane,', 'queensland,', 'australia']","english
(eng)","['japanese', '']","21,",0.0,naturalistic,['australia'],21.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2439,english605,male,"['cairns,', 'queensland,', 'australia']","english
(eng)","['french', 'spanish', 'japanese', 'german', '']","25,",0.0,naturalistic,['australia'],21.0,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2440,english606,female,"['southport,', 'australia']","english
(eng)","['japanese', 'maori', '']","19,",0.0,naturalistic,['australia'],19.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2441,english607,female,"['narrabri,', 'new', 'south', 'wales,', 'australia']","english
(eng)","['spanish', '']","25,",0.0,naturalistic,['australia'],25.0,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2442,english608,male,"['brisbane,', 'queensland,', 'australia']","english
(eng)","['russian', 'japanese', '']","18,",0.0,naturalistic,['australia'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2443,english609,female,"['narrandera,', 'new', 'south', 'wales,', 'australia']","english
(eng)","['korean', 'mandarin', 'russian', '']","20,",0.0,naturalistic,['australia'],20.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2444,english610,female,"['townsville,', 'queensland,', 'australia']","english
(eng)","['japanese', '']","20,",0.0,naturalistic,['australia'],20.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2445,english611,male,"['brisbane,', 'queensland,', 'australia']","english
(eng)","['japanese', '']","19,",0.0,naturalistic,['ausstralia'],19.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2533,english612,male,"['middlesbrough,', 'england,', 'uk']","english
(eng)",['none'],"20,",0.0,naturalistic,['uk'],20.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2570,english613,male,"['melbourne,', 'australia']","english
(eng)","['arabic', '']","24,",0.0,naturalistic,['australia'],24.0,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2606,english614,female,"['pensacola,', 'florida,', 'usa']","english
(eng)",['none'],"93,",0.0,naturalistic,['usa'],93.0,93
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2613,english615,male,"['dublin,', 'ireland']","english
(eng)","['french', 'danish', '']","20,",0.0,naturalistic,['ireland'],20.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2619,english616,male,"['fort', 'wayne,', 'indiana,', 'usa']","english
(eng)","['german', '']","23,",0.0,naturalistic,['usa'],23.0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2630,english617,female,"['kingston,', 'jamaica']","english
(eng)",['none'],"34,",0.0,naturalistic,['jamaica'],34.0,34
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2674,english618,male,"['fullerton,', 'california,', 'usa']","english
(eng)","['swedish', 'spanish', 'french', 'hebrew', '']","58,",0.0,naturalistic,['usa'],36.0,58
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2724,english619,male,"['jackson,', 'tennessee,', 'usa']","english
(eng)",['none'],"21,",0.0,naturalistic,['usa'],21.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2735,english620,male,"['glasgow,', 'scotland,', 'uk']","english
(eng)",['none'],"55,",0.0,naturalistic,"['uk,', 'usa']",55.0,55
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2793,english621,female,"['pittsburgh,', 'pennsylvania,', 'usa']","english
(eng)","['french', '']","19,",0.0,naturalistic,['usa'],19.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2799,english622,female,"['st.', 'paul,', 'minnesota,', 'usa']","english
(eng)","['arabic', 'french', '']","21,",0.0,naturalistic,['usa'],21.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2803,english623,male,"['fort', 'wayne,', 'indiana,', 'usa']","english
(eng)","['german', '']","19,",0.0,naturalistic,['usa'],19.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2804,english624,male,"['washington,', 'district', 'of', 'columbia,', 'usa']","english
(eng)",['none'],"18,",0.0,naturalistic,['usa'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2805,english625,male,"['minneapolis,', 'minnesota,', 'usa']","english
(eng)","['japanese', 'asl', 'japanese', 'sign', 'language', '']","20,",0.0,naturalistic,['usa'],20.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2806,english626,female,"['hammond,', 'indiana,', 'usa']","english
(eng)","['german', 'arabic', '']","21,",0.0,naturalistic,['usa'],21.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2847,english627,female,"['sydney,', 'australia']","english
(eng)",['none'],"18,",0.0,naturalistic,['australia'],18.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=2855,english628,male,"['pittsburgh,', 'pennsylvania,', 'usa']","english
(eng)",['none'],"55,",0.0,naturalistic,['usa'],55.0,55
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=11,arabic1,female,"['riyadh,', 'saudi', 'arabia']","arabic
(ars)",['none'],"38,",12.0,academic,['usa'],4.0,38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=16,arabic2,male,"['damascus,', 'syria']","arabic
(abv)",['none'],"18,",2.5,naturalistic,['usa'],3.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=17,arabic3,male,"['doha,', 'qatar']","arabic
(afb)",['none'],"24,",9.0,academic,['usa'],1.0,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=18,arabic4,male,"['sharjah,', 'united', 'arab', 'emirates']","arabic
(afb)","['french', '']","19,",6.0,academic,['usa'],0.6,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=19,arabic5,female,"['casablanca,', 'morocco']","arabic
(ary)","['french', '']","19,",15.0,academic,['usa'],0.6,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=20,arabic6,male,"['sanaa,', 'yemen']","arabic
(ayn)",['none'],"21,",14.5,academic,"['uk,usa']",2.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=21,arabic7,female,"['casablanca,', 'morocco']","arabic
(ary)","['french', '']","18,",15.0,academic,['usa'],0.1,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=22,arabic8,male,"['casablanca,', 'morocco']","arabic
(ary)","['french', '']","21,",17.0,academic,['usa'],0.7,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=23,arabic9,female,"['jerusalem,', 'israel']","arabic
(ajp)",['none'],"28,",4.0,academic,['usa'],12.0,28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=12,arabic10,male,"['cairo,', 'egypt']","arabic
(arz)","['french', 'german', '']","26,",5.0,academic,['usa'],2.0,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=13,arabic11,female,"['monastir,', 'tunisia']","arabic
(aeb)","['french', '']","30,",14.0,academic,['usa'],4.0,30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=14,arabic12,male,"['baghdad,', 'iraq']","arabic
(acm)",['none'],"32,",11.0,academic,['usa'],8.0,32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=15,arabic13,male,"['zabbougha,', 'lebanon']","arabic
(apc)","['french', 'swedish', '']","25,",15.0,academic,['usa'],1.0,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=428,arabic14,male,"['amman,', 'jordan']","arabic
(ajp)","['hebrew', '']","47,",11.0,naturalistic,['usa'],25.0,47
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=437,arabic15,male,"['qayrawan,', 'tunisia']","arabic
(aeb)","['french', '']","40,",33.0,naturalistic,['usa'],7.0,40
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=471,arabic16,male,"['meknes,', 'morocco']","arabic
(ary)","['french', 'spanish', '']","22,",16.0,academic,[''],0.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=512,arabic17,male,"['settat,', 'morocco']","arabic
(ary)","['french', '']","35,",15.0,academic,[''],0.0,35
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=539,arabic18,male,"['kuwait', 'city,', 'kuwait']","arabic
(afb)","['french', '']","18,",6.0,academic,[''],0.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=625,arabic19,male,"['khouribga,', 'morocco']","arabic
(ary)","['french', '']","43,",18.0,academic,['usa'],8.0,43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=643,arabic20,male,"['chtaura,', 'beqa', 'valley,', 'lebanon']","arabic
(apc)","['french', 'german', '']","36,",12.0,academic,['usa'],1.0,36
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=670,arabic21,female,"['beirut,', 'lebanon']","arabic
(apc)","['french', '']","46,",30.0,naturalistic,['usa'],13.0,46
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=920,arabic22,female,"['abu', 'dhabi,', 'united', 'arab', 'emirates']","arabic
(afb)","['french', 'hebrew', '']","23,",10.0,academic,[''],0.0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=927,arabic23,male,"['al', 'mahalla,', 'egypt']","arabic
(arz)","['italian', 'farsi', 'french', 'hebrew', '']","42,",13.0,academic,['usa'],8.0,42
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=970,arabic24,male,"['cairo,', 'egypt']","arabic
(arz)",['none'],"40,",7.0,academic,['uk'],3.0,40
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1011,arabic25,male,"['ramun,', 'israel', '(occupied', 'territory)']","arabic
(ajp)","['french', 'spanish', '']","38,",5.0,naturalistic,['usa'],33.0,38
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1012,arabic26,female,"['amman,', 'jordan']","arabic
(ajp)",['none'],"43,",14.0,academic,['usa'],28.0,43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1013,arabic27,male,"['jerusalem,', 'israel']","arabic
(ajp)","['farsi', 'hebrew', '']","70,",10.0,academic,['usa'],30.0,70
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1115,arabic28,male,"['al-ayn,', 'united', 'arab', 'emirates']","arabic
(afb)",['none'],"30,",12.0,academic,['usa'],1.0,30
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1116,arabic29,male,"['doha,', 'qatar']","arabic
(afb)",['none'],"19,",17.0,academic,['usa'],0.3,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1133,arabic30,female,"['riyadh,', 'saudi', 'arabia']","arabic
(ars)",['none'],"19,",8.0,naturalistic,['usa'],11.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1181,arabic31,female,"['baghdad,', 'iraq']","arabic
(acm)",['none'],"47,",12.0,academic,['usa'],0.3,47
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1203,arabic32,male,"['baghdad,', 'iraq']","arabic
(acm)",['none'],"42,",12.0,academic,['usa'],16.0,42
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1204,arabic33,female,"['baghdad,', 'iraq']","arabic
(acm)",['none'],"28,",11.0,academic,['usa'],0.3,28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1253,arabic34,female,"['kuwait', 'city,', 'kuwait']","arabic
(afb)","['french', '']","34,",6.0,academic,['usa'],4.0,34
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1391,arabic35,male,"['jiddah,', 'saudi', 'arabia']","arabic
(acw)",['none'],"56,",16.0,naturalistic,['usa'],33.0,56
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1392,arabic36,male,"['jiddah,', 'saudi', 'arabia']","arabic
(acw)",['none'],"36,",6.0,academic,"['usa,', 'uk']",6.0,36
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1393,arabic37,male,"['jiddah,', 'saudi', 'arabia']","arabic
(acw)",['none'],"18,",16.0,academic,['usa'],0.4,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1394,arabic38,female,"['shady', 'grove,', 'maryland,', 'usa']","arabic
(acw)",['none'],"19,",9.0,academic,['usa'],12.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1405,arabic39,male,"['jiddah,', 'saudi', 'arabia']","arabic
(acw)",['none'],"22,",5.0,academic,['usa'],2.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1420,arabic40,male,"['jiddah,', 'saudi', 'arabia']","arabic
(acw)",['none'],"19,",13.0,academic,['usa'],0.1,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1421,arabic41,male,"['riyadh,', 'saudi', 'arabia']","arabic
(acw)",['none'],"25,",7.0,academic,['usa'],1.5,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1422,arabic42,male,"['jiddah,', 'saudi', 'arabia']","arabic
(acw)",['none'],"21,",13.0,academic,['usa'],0.5,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1426,arabic43,female,"['beirut,', 'lebanon']","arabic
(apc)","['french', 'spanish', '']","29,",8.0,academic,[''],0.0,29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1455,arabic44,female,"['jiddah,', 'saudi', 'arabia']","arabic
(acw)",['none'],"29,",7.0,academic,['usa'],0.6,29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1456,arabic45,female,"['fort', 'collins,', 'colorado,', 'usa']","arabic
(acw)","['turkish', '']","32,",12.0,naturalistic,['usa'],0.5,32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1457,arabic46,male,"['jiddah,', 'saudi', 'arabia']","arabic
(acw)",['none'],"28,",13.0,academic,"['uk,', 'usa']",1.0,28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1458,arabic47,male,"['jiddah,', 'saudi', 'arabia']","arabic
(acw)",['none'],"39,",16.0,academic,['usa'],0.75,39
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1459,arabic48,male,"['mecca,', 'saudi', 'arabia']","arabic
(acw)",['none'],"29,",12.0,academic,['usa'],1.0,29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1460,arabic49,male,"['medina,', 'saudi', 'arabia']","arabic
(acw)",['none'],"26,",8.0,academic,['usa'],1.0,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1461,arabic50,male,"['jiddah,', 'saudi', 'arabia']","arabic
(acw)",['none'],"36,",22.0,academic,['usa'],0.75,36
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1486,arabic51,male,"['jiddah,', 'saudi', 'arabia']","arabic
(acw)",['none'],"23,",12.0,academic,['usa'],4.0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1487,arabic52,female,"['jiddah,', 'saudi', 'arabia']","arabic
(acw)",['none'],"21,",9.0,academic,['usa'],5.0,21
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1526,arabic53,male,"['rabat,', 'morocco']","arabic
(ary)","['french', 'tachelhit', 'danish', 'swedish', '']","36,",17.0,academic,['usa'],12.0,36
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1565,arabic54,male,"['baghdad,', 'iraq']","arabic
(acm)","['french', '']","22,",7.0,academic,['usa'],3.0,22
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1569,arabic55,male,"['beirut,', 'lebanon']","arabic
(apc)","['french', '']","70,",33.0,academic,['usa'],37.0,70
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1677,arabic56,male,"['ain', 'defla,', 'algeria']","arabic
(arq)","['french', '']","43,",12.0,academic,['usa'],3.0,43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1699,arabic57,female,"['beirut,', 'lebanon']","arabic
(apc)","['french', '']","28,",17.0,academic,['usa'],11.0,28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1700,arabic58,male,"['baghdad,', 'iraq']","arabic
(acm)",['none'],"34,",9.0,academic,['usa'],5.5,34
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1702,arabic59,male,"['irbid,', 'jordan']","arabic
(ajp)","['german', '']","55,",9.0,academic,['usa'],35.0,55
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1711,arabic60,male,"['cairo,', 'egypt']","arabic
(arz)","['french', '']","60,",14.0,academic,['usa'],23.0,60
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1753,arabic61,male,"['manama,', 'bahrain']","arabic
(afb)","['turkish', 'urdu', '']","20,",7.0,academic,['usa'],1.75,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1768,arabic62,male,"['ad', 'dammam,', 'saudi', 'arabia']","arabic
(ars)",['none'],"19,",18.0,academic,['usa'],1.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1769,arabic63,female,"['bani', 'walid,', 'libya']","arabic
(ayl)",['none'],"28,",10.0,academic,['usa'],0.3,28
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1777,arabic64,male,"['riyadh,', 'saudi', 'arabia']","arabic
(ars)",['none'],"23,",6.0,naturalistic,['usa'],3.0,23
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1778,arabic65,female,"['samail,', 'oman']","arabic
(acx)",['none'],"32,",10.0,academic,"['canada,', 'usa']",6.0,32
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1784,arabic66,male,"['medina,', 'saudi', 'arabia']","arabic
(ars)",['none'],"50,",14.0,academic,['usa'],1.0,50
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1785,arabic67,male,"['nasriah,', 'iraq']","arabic
(afb)",['none'],"43,",22.0,academic,['usa'],20.0,43
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1805,arabic68,male,"['london,', 'uk']","arabic
(ars)",['none'],"20,",6.0,naturalistic,"['uk,', 'usa']",9.0,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1810,arabic69,female,"['kerma,', 'sudan']","arabic
(apd)","['nobiin', '']","55,",15.0,academic,"['uk,', 'usa']",21.0,55
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1827,arabic70,male,"['casablanca,', 'morocco']","arabic
(ary)","['french', 'spanish', '']","47,",16.0,academic,['usa'],25.0,47
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1828,arabic71,female,"['kuwait', 'city,', 'kuwait']","arabic
(afb)","['turkish', 'spanish', '']","29,",21.0,naturalistic,['usa'],8.0,29
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1832,arabic72,female,"['baghdad,', 'iraq']","arabic
(acm)",['none'],"20,",11.0,academic,['usa'],4.8,20
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1841,arabic73,female,"['nazareth,', 'israel']","arabic
(ajp)","['hebrew', '']","47,",7.0,academic,['usa'],28.0,47
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1870,arabic74,male,"['alexandria,', 'egypt']","arabic
(arz)","['french', '']","18,",4.0,academic,['usa'],0.4,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1885,arabic75,female,"['riyadh,', 'saudi', 'arabia']","arabic
(ars)",['none'],"26,",2.0,naturalistic,['usa'],5.2,26
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1892,arabic76,male,"['jiddah,', 'saudi', 'arabia']","arabic
(acw)",['none'],"25,",4.0,naturalistic,['usa'],0.2,25
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1894,arabic77,female,"['ad', 'dammam,', 'saudi', 'arabia']","arabic
(acw)","['korean', 'japanese', '']","18,",4.0,naturalistic,['usa'],1.0,18
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1897,arabic78,female,"['washington,', 'district', 'of', 'columbia,', 'usa']",arabic,['none'],"19,",3.0,naturalistic,['usa'],8.0,19
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1899,arabic79,female,"['medina,', 'saudi', 'arabia']","arabic
(acw)",['none'],"24,",13.0,academic,['usa'],1.0,24
http://accent.gmu.edu/browse_language.php?function=detail&speakerid=1901,arabic80,male,"['najran,', 'saudi', 'arabia']","arabic
(ars)",['none'],"25,",11.0,academic,['usa'],2.0,25
